"ID","Series","Repeat","Ambient Humidity","Ambient Temperature","Leaf Angle","Leaf Temp Differential","LEF","Light Intensity (PAR)","NPQt","Phi2","PhiNO","PhiNPQ","Relative Chlorophyll","time","Notes","Take a picture of leaf","What is label (location_site_plantTaxon_indiv)","What is taxon","Time of Day","User","Device ID","Latitude","Longitude","Issues"
939762,"Whole Data Set",1,44.825195,23.5,4.42,0.6900000000000013,191.886,1424,1.149,0.299,0.326,0.375,53.25718786923986,"07/31/2018 12:00 PM","na","","3_3_2_7","potentilla diversifolia",12.000277777777777,"harrisonjg","01:12:37:24",42.75740597536262,-109.19343620337895,""
939761,"Whole Data Set",1,39.732422,24.27,28.58,-0.41999999999999815,162.61,1328,0.795,0.272,0.406,0.322,1.0082709728239463,"07/31/2018 12:04 PM","na","","3_3_2_8","potentilla diversifolia",12.070833333333333,"harrisonjg","01:12:37:24",42.757500813534904,-109.19348647510355,3
939760,"Whole Data Set",1,41.083984,24.82,7.09,-0.4499999999999993,104.144,714,0.178,0.324,0.574,0.102,0.29539188656951554,"07/31/2018 12:09 PM","na","","3_3_2_9","potentilla diversifolia",12.151666666666667,"harrisonjg","01:12:37:24",42.757611430250726,-109.19357883207101,3
939759,"Whole Data Set",1,46.774414,24.02,18.67,0.25,180.732,1662,0.972,0.242,0.385,0.374,28.42851516345017,"07/31/2018 12:14 PM","na","","3_3_2_10","potentilla diversifolia",12.238888888888889,"harrisonjg","01:12:37:24",42.7575954803527,-109.19376504542566,""
939758,"Whole Data Set",1,40.297852,21.57,22.79,0.10000000000000142,156.717,1305,1.032,0.267,0.361,0.372,-0.5238282788499411,"07/31/2018 12:32 PM","na","","3_3_3_1","carex sp",12.534722222222221,"harrisonjg","01:12:37:24",42.75745334736993,-109.19369090624767,3
939757,"Whole Data Set",1,47.287109,22.25,37.54,0.14000000000000057,145.623,1244,1.064,0.26,0.358,0.381,7.825915714848364,"07/31/2018 12:36 PM","na","","3_3_3_2","carex sp",12.61361111111111,"harrisonjg","01:12:37:24",42.75747967632987,-109.19362147817498,""
939756,"Whole Data Set",1,48.790039,22.49,21.19,0.8000000000000007,203.795,1706,1.232,0.265,0.329,0.405,3.5565183142969667,"07/31/2018 12:41 PM","na","","3_3_3_3","carex sp",12.687777777777779,"harrisonjg","01:12:37:24",42.757590207353964,-109.19370418254503,1
939754,"Whole Data Set",1,48.942383,23.879999,34.55,-0.4499990000000018,44.605,219,0.319,0.453,0.415,0.132,5.084679007483261,"07/31/2018 12:46 PM","na","","3_3_3_4","carex sp",12.775,"harrisonjg","01:12:37:24",42.75762184075669,-109.1937875427318,""
939753,"Whole Data Set",1,59.091797,25.610001,23.08,-1.4200009999999992,161.421,1583,1.35,0.227,0.329,0.444,30.382040173296573,"07/31/2018 12:52 PM","na","","3_3_3_5","carex sp",12.868055555555555,"harrisonjg","01:12:37:24",42.757503149466714,-109.19382800700957,""
939752,"Whole Data Set",1,47.098633,25.35,52.07,-0.360000000000003,111.67,837,0.882,0.296,0.374,0.33,9.417093343836154,"07/31/2018 12:57 PM","na","","3_3_3_6","carex sp",12.964444444444444,"harrisonjg","01:12:37:24",42.757421508847344,-109.19381064124474,1
939751,"Whole Data Set",1,51.519531,26.809999,21.82,-0.13999899999999954,155.471,1779,4.467,0.194,0.147,0.658,24.556912170145726,"07/31/2018 1:03 PM","na","","3_3_3_7","carex sp",13.059444444444445,"harrisonjg","01:12:37:24",42.757376720051234,-109.19390033048742,""
939750,"Whole Data Set",1,41.416992,26.059999,16.96,0.4100009999999976,108.529,971,0.975,0.248,0.38,0.371,10.476565576998818,"07/31/2018 1:09 PM","na","","3_3_3_8","carex sp",13.152777777777779,"harrisonjg","01:12:37:24",42.757305153637205,-109.19382527083806,""
939749,"Whole Data Set",1,39.610352,25.870001,35.46,0.4199990000000007,185.779,1819,3.523,0.227,0.171,0.602,19.669161087042145,"07/31/2018 1:14 PM","na","","3_3_3_9","carex sp",13.23361111111111,"harrisonjg","01:12:37:24",42.7571599386921,-109.19370949525143,""
939748,"Whole Data Set",1,44.773438,26.379999,36.99,0.37000099999999847,178.357,1784,2.034,0.222,0.256,0.521,26.683733753446237,"07/31/2018 1:18 PM","na","","3_3_3_10","carex sp",13.315555555555557,"harrisonjg","01:12:37:24",42.75717817162266,-109.19355016142117,""
939747,"Whole Data Set",1,32.737305,24.440001,25.6,0.8899989999999995,196.59,2153,1.045,0.203,0.39,0.407,10.26782197715636,"07/31/2018 1:30 PM","na","","3_3_4_1","salix reticulata",13.509722222222223,"harrisonjg","01:12:37:24",42.75723620299134,-109.19358950278382,""
939746,"Whole Data Set",1,41.454102,24.09,25.53,0.8900000000000006,124.185,575,0.532,0.48,0.34,0.18,26.388341866876722,"07/31/2018 1:34 PM","na","","3_3_4_2","salix reticulata",13.571666666666667,"harrisonjg","01:12:37:24",42.75724417574348,-109.1935739042834,""
939745,"Whole Data Set",1,35.945312,23.16,28.39,-0.28999999999999915,109.04,507,0.456,0.478,0.359,0.164,13.88341866876723,"07/31/2018 1:38 PM","na","","3_3_4_3","salix reticulata",13.64472222222222,"harrisonjg","01:12:37:24",42.75726074074568,-109.19356741005885,""
939744,"Whole Data Set",1,39.110352,23.4,22.59,-0.14999999999999858,205.931,1707,0.32,0.268,0.554,0.178,3.796770382040173,"07/31/2018 1:44 PM","na","","3_3_4_4","salix reticulata",13.738333333333333,"harrisonjg","01:12:37:24",42.75729498349776,-109.19340290540681,""
939743,"Whole Data Set",1,38.134766,23.5,34.3,-0.010000000000001563,113.082,509,0.656,0.494,0.306,0.2,52.76880661677825,"07/31/2018 1:48 PM","na","","3_3_4_5","salix reticulata",13.8125,"harrisonjg","01:12:37:24",42.757231040147644,-109.19352779774331,""
939742,"Whole Data Set",1,42.170898,24.860001,17.87,-0.49000099999999946,248.913,1966,0.828,0.281,0.393,0.326,61.48483654982275,"07/31/2018 1:56 PM","na","","3_3_4_6","salix reticulata",13.938611111111111,"harrisonjg","01:12:37:24",42.75720529386032,-109.19362555963059,1
939741,"Whole Data Set",1,43.350586,25.389999,23.3,-0.3999990000000011,258.28,2051,1.032,0.28,0.354,0.366,34.549035053170535,"07/31/2018 1:58 PM","na","","3_3_4_7","salix reticulata",13.974166666666667,"harrisonjg","01:12:37:24",42.757008898921335,-109.1935103408308,""
939740,"Whole Data Set",1,45.951172,26.209999,22,-0.49999899999999897,224.798,2005,0.619,0.249,0.464,0.287,39.05868452146514,"07/31/2018 2:04 PM","na","","3_3_4_8","salix reticulata",14.082222222222223,"harrisonjg","01:12:37:24",42.757153799576336,-109.19372083046741,""
939739,"Whole Data Set",1,39.798828,23.65,4.48,0.3000000000000007,209.088,1387,1.267,0.335,0.293,0.372,50.72863332020479,"07/31/2018 2:15 PM","na","","3_3_4_9","salix reticulata",14.255,"harrisonjg","01:12:37:24",42.757301369513044,-109.19356757619235,""
939738,"Whole Data Set",1,44.058594,24.360001,21.26,0.7199989999999978,135.214,840,1.363,0.358,0.272,0.371,0.2205592753052381,"07/31/2018 2:31 PM","na","","3_3_5_1","aster purple",14.524166666666668,"harrisonjg","01:12:37:24",42.757402165412635,-109.19364473889296,3
939737,"Whole Data Set",1,46.506836,25.75,24.13,-1.2800000000000011,99.646,1674,0.482,0.132,0.586,0.282,39.27136667979519,"07/31/2018 2:36 PM","na","","3_3_5_2","aster purple",14.609722222222222,"harrisonjg","01:12:37:24",42.75761647244191,-109.19359827746428,""
939736,"Whole Data Set",1,42.177734,26.68,18.97,0.28000000000000114,149.942,1549,0.759,0.215,0.446,0.339,48.20007877116975,"07/31/2018 2:44 PM","na","","3_3_5_3","aster purple",14.744166666666667,"harrisonjg","01:12:37:24",42.75730442869266,-109.19362300823597,""
939735,"Whole Data Set",1,47.601562,26.27,10.97,-0.23000000000000043,131.826,1585,0.725,0.185,0.473,0.343,26.183536825521852,"07/31/2018 2:49 PM","na","","3_3_5_4","aster purple",14.833055555555555,"harrisonjg","01:12:37:24",42.7573102539129,-109.19369442884678,""
939734,"Whole Data Set",1,42.237305,27.200001,33.81,-0.7300010000000015,175.293,1961,3.169,0.199,0.192,0.609,40.409610082709726,"07/31/2018 2:54 PM","na","","3_3_5_5","aster purple",14.916111111111112,"harrisonjg","01:12:37:24",42.75719401601803,-109.19349969058906,""
939733,"Whole Data Set",1,47.52832,27.24,50.36,-0.4499999999999993,109.362,721,1.212,0.337,0.3,0.363,47.11697518708152,"07/31/2018 3:00 PM","na","","3_3_5_6","aster purple",15.006388888888889,"harrisonjg","01:12:37:24",42.75761585335401,-109.19365545970152,""
939732,"Whole Data Set",1,42.479492,24.190001,43.84,1.519999000000002,116.558,546,0.942,0.474,0.271,0.255,40.346593146908226,"07/31/2018 3:04 PM","na","","3_3_5_7","aster purple",15.074722222222222,"harrisonjg","01:12:37:24",42.75752706486508,-109.19365546436754,""
939731,"Whole Data Set",1,41.707031,23.51,44.56,0.16000000000000014,112.085,1944,1.442,0.128,0.357,0.515,41.19338322174084,"07/31/2018 3:08 PM","na","","3_3_5_8","aster purple",15.146666666666667,"harrisonjg","01:12:37:24",42.75756899206301,-109.19385121797923,1
939730,"Whole Data Set",1,48.927734,23.360001,29.7,0.16999900000000068,8.476,1321,1.13,0.014,0.463,0.523,6.447420244190625,"07/31/2018 3:13 PM","na","","3_3_5_9","aster purple",15.226666666666667,"harrisonjg","01:12:37:24",42.757558819670756,-109.19370733470176,""
939729,"Whole Data Set",1,45.03125,23.27,21.7,-0.259999999999998,142.777,1399,0.703,0.227,0.454,0.319,28.507286333202046,"07/31/2018 3:19 PM","na","","3_3_5_10","aster purple",15.327222222222222,"harrisonjg","01:12:37:24",42.757357047832926,-109.19340010078926,""
939728,"Whole Data Set",1,54.295898,27.030001,23.22,-0.5600009999999997,79.673,326,0.561,0.543,0.293,0.164,51.03584088223709,"07/31/2018 3:34 PM","na","","3_3_6_1","bluebells mertensiana",15.575277777777778,"harrisonjg","01:12:37:24",42.7574023922811,-109.19343104863975,""
939727,"Whole Data Set",1,43.889648,25.639999,16.92,1.4000009999999996,39.605,149,0.449,0.591,0.282,0.127,44.56872784560851,"07/31/2018 3:39 PM","na","","3_3_6_2","bluebells mertensiana",15.653333333333334,"harrisonjg","01:12:37:24",42.75743039525266,-109.19341043459913,""
939726,"Whole Data Set",1,48.571289,23.18,46.34,1.3300000000000018,39.86,152,0.278,0.583,0.326,0.091,34.080346593146906,"07/31/2018 3:42 PM","na","","3_3_6_3","bluebells mertensiana",15.709999999999999,"harrisonjg","01:12:37:24",42.757395026156914,-109.19340061298607,""
939725,"Whole Data Set",1,47.582031,22.17,27.16,0.7399999999999984,202.731,1990,1.51,0.226,0.308,0.465,54.21031902323749,"07/31/2018 3:47 PM","na","","3_3_6_4","bluebells mertensiana",15.78888888888889,"harrisonjg","01:12:37:24",42.75762992647051,-109.19344533873128,1
939724,"Whole Data Set",1,43.791992,23.75,15.94,0.019999999999999574,89.782,405,0.516,0.493,0.335,0.173,29.944860181173688,"07/31/2018 3:52 PM","na","","3_3_6_5","bluebells mertensiana",15.875,"harrisonjg","01:12:37:24",42.75761315896583,-109.1933960211797,""
939723,"Whole Data Set",1,46.06543,24.120001,35.56,-0.630001,78.031,321,0.479,0.54,0.311,0.149,42.583694367861355,"07/31/2018 3:56 PM","na","","3_3_6_6","bluebells mertensiana",15.944722222222222,"harrisonjg","01:12:37:24",42.757618829457066,-109.19348676045975,""
939722,"Whole Data Set",1,46.474609,22.280001,21.3,0.18999900000000025,72.73,279,0.283,0.579,0.328,0.093,52.27648680582906,"07/31/2018 4:00 PM","na","","3_3_6_7","bluebells mertensiana",16.013055555555557,"harrisonjg","01:12:37:24",42.75759162420581,-109.19350712297339,""
939721,"Whole Data Set",1,49.15918,21.610001,26.4,0.13999899999999954,51.004,197,0.184,0.575,0.359,0.066,66.81370618353682,"07/31/2018 4:04 PM","na","","3_3_6_8","bluebells mertensiana",16.073333333333334,"harrisonjg","01:12:37:24",42.75766662102791,-109.19361776372139,""
939720,"Whole Data Set",1,46.420898,20.52,25.13,0.490000000000002,65.985,310,0.531,0.473,0.344,0.183,35.13194170933438,"07/31/2018 4:09 PM","na","","3_3_6_9","bluebells mertensiana",16.157777777777778,"harrisonjg","01:12:37:24",42.757526286633315,-109.19381098932318,""
939719,"Whole Data Set",1,54.073242,19.959999,4.09,-0.7699989999999985,49.815,191,0.293,0.58,0.325,0.095,47.05395825128003,"07/31/2018 4:13 PM","na","","3_3_6_10","bluebells mertensiana",16.224444444444444,"harrisonjg","01:12:37:24",42.757563374694506,-109.19385021993384,""
939718,"Whole Data Set",1,45.092773,13.08,13.03,-1.0899999999999999,43.025,195,0.226,0.49,0.416,0.094,40.22843639228042,"08/01/2018 9:41 AM","na","","3_3_7_1","primula parryi",9.698333333333334,"harrisonjg","01:12:37:24",42.75737175841872,-109.19377841578498,""
939717,"Whole Data Set",1,48.378906,13.06,30.36,-1.3900000000000006,24.095,91,0.239,0.588,0.332,0.079,43.14690823158723,"08/01/2018 9:44 AM","na","","3_3_7_2","primula parryi",9.736666666666666,"harrisonjg","01:12:37:24",42.757362625010565,-109.19375699136987,""
939716,"Whole Data Set",1,50.853516,12.87,11.16,-1.1999999999999993,28.65,112,0.108,0.568,0.39,0.042,52.41827491138243,"08/01/2018 9:48 AM","na","","3_3_7_3","primula parryi",9.802222222222223,"harrisonjg","01:12:37:24",42.757376487049044,-109.19382974061772,""
939715,"Whole Data Set",1,51.819336,12.95,7.75,-1.4399999999999995,51.664,209,0.187,0.549,0.38,0.071,67.79440724694761,"08/01/2018 9:50 AM","na","","3_3_7_4","primula parryi",9.849722222222223,"harrisonjg","01:12:37:24",42.75739760184817,-109.19381380476653,""
939714,"Whole Data Set",1,52.348633,13.11,10.46,-0.7999999999999989,72.204,343,0.306,0.468,0.407,0.125,56.99094131547853,"08/01/2018 9:55 AM","na","","3_3_7_5","primula parryi",9.929722222222221,"harrisonjg","01:12:37:24",42.757398208394044,-109.19381348920123,""
939713,"Whole Data Set",1,56.044922,13.04,28.48,-0.9499999999999993,32.87,132,0.208,0.553,0.37,0.077,0,"08/01/2018 9:59 AM","na","","3_3_7_6","primula parryi",9.994444444444444,"harrisonjg","01:12:37:24",42.75737559349431,-109.19374791980381,2
939712,"Whole Data Set",1,49.351562,13.3,13.38,-1.4300000000000015,20.748,76,0.231,0.607,0.319,0.074,58.018905080740446,"08/01/2018 10:04 AM","na","","3_3_7_7","primula parryi",10.071666666666667,"harrisonjg","01:12:37:24",42.75755430427838,-109.19367763646483,""
939711,"Whole Data Set",1,49.84668,14,12.51,-1.5899999999999999,15.747,56,0.226,0.625,0.306,0.069,43.38716029933044,"08/01/2018 10:08 AM","na","","3_3_7_8","primula parryi",10.143888888888888,"harrisonjg","01:12:37:24",42.75740862070722,-109.19346184912817,""
939710,"Whole Data Set",1,51.878906,12.9,15.51,-1.0300000000000011,16.166,65,0.261,0.553,0.355,0.092,46.85309176841275,"08/01/2018 10:11 AM","na","","3_3_7_9","primula parryi",10.198333333333334,"harrisonjg","01:12:37:24",42.757390838599896,-109.19351043362289,""
939709,"Whole Data Set",1,57.612305,12.45,32.02,-1,20.433,74,0.245,0.614,0.31,0.076,56.56557699881843,"08/01/2018 10:14 AM","na","","3_3_7_10","primula parryi",10.243611111111111,"harrisonjg","01:12:37:24",42.75745343382725,-109.19353272217656,""
939708,"Whole Data Set",1,30.416992,27.440001,42.12,-0.09000099999999733,64.357,304,0.769,0.47,0.299,0.23,1.5478534856242614,"08/02/2018 1:48 PM","na","","5_1_1_1","pixea engelmanni",13.809166666666668,"harrisonjg","01:12:37:24",43.31058902300581,-109.82333982783584,2
939707,"Whole Data Set",1,31.320312,25.190001,4.6,-0.9200009999999992,39.226,172,0.538,0.507,0.321,0.172,1.8786923985821187,"08/02/2018 1:53 PM","na","","5_1_1_2","pixea engelmanni",13.898888888888889,"harrisonjg","01:12:37:24",0,0,1
939706,"Whole Data Set",1,29.62207,26.26,48.69,-2.3100000000000023,161.341,1961,0.216,0.183,0.672,0.145,2.2174084285151627,"08/02/2018 2:01 PM","na","","5_1_1_3","pixea engelmanni",14.016666666666667,"harrisonjg","01:12:37:24",0,0,1
939705,"Whole Data Set",1,28.912109,29.129999,14.6,-1.5999990000000004,154.045,1641,0.859,0.209,0.426,0.366,3.950374163056321,"08/02/2018 2:06 PM","na","","5_1_1_4","pixea engelmanni",14.100277777777777,"harrisonjg","01:12:37:24",0,0,""
939704,"Whole Data Set",1,29.017578,26.959999,27.29,0.3300009999999993,142.61,1577,0.599,0.201,0.5,0.299,4.359984245766049,"08/02/2018 2:13 PM","na","","5_1_1_5","pixea engelmanni",14.219722222222222,"harrisonjg","01:12:37:24",0,0,""
939703,"Whole Data Set",1,57.533203,13.3,24.03,-1.790000000000001,27.113,124,0.048,0.486,0.491,0.023,1.8550610476565572,"08/03/2018 10:39 AM","na","","5_1_1_6","picea engelmannii",10.6575,"harrisonjg","01:12:37:24",0,0,2
939702,"Whole Data Set",1,58.635742,14.89,14.43,-2.26,99.769,995,0.35,0.223,0.576,0.202,2.1031902323749505,"08/03/2018 10:46 AM","na","","5_1_1_7","picea engelmannii",10.770000000000001,"harrisonjg","01:12:37:24",0,0,1
939701,"Whole Data Set",1,52.849609,15.96,12.57,-1.9700000000000006,99.589,1493,0.746,0.148,0.488,0.364,3.6195352500984637,"08/03/2018 10:49 AM","na","","5_1_1_8","picea engelmannii",10.82861111111111,"harrisonjg","01:12:37:24",0,0,1
939700,"Whole Data Set",1,51.480469,17.34,15.79,-1.5999999999999996,70.104,1323,1.122,0.118,0.416,0.466,0.22843639228042537,"08/03/2018 10:54 AM","na","","5_1_1_9","picea engelmannii",10.90388888888889,"harrisonjg","01:12:37:24",0,0,3
939699,"Whole Data Set",1,48.901367,17.41,33.37,-0.9400000000000013,95.59,694,1.791,0.306,0.249,0.445,0.5513981882630955,"08/03/2018 11:00 AM","na","","5_1_1_10","picea engelmannii",11.013055555555555,"harrisonjg","01:12:37:24",0,0,2
939698,"Whole Data Set",1,51.96582,17.719999,17.95,-1.0899990000000024,128.129,959,0.329,0.297,0.529,0.174,4.029145332808192,"08/03/2018 11:11 AM","na","","5_1_2_1","astragalus sp",11.184166666666666,"harrisonjg","01:12:37:24",0,0,""
939697,"Whole Data Set",1,49.673828,18.35,22.88,-1.9800000000000004,61.547,244,0.302,0.561,0.338,0.102,1.5990547459629776,"08/03/2018 11:15 AM","na","","5_1_2_2","astragalus sp",11.255,"harrisonjg","01:12:37:24",0,0,2
939696,"Whole Data Set",1,50.927734,18.41,18.52,-0.620000000000001,128.661,1086,0.456,0.263,0.506,0.231,4.608113430484443,"08/03/2018 11:18 AM","na","","5_1_2_3","astragalus sp",11.306666666666667,"harrisonjg","01:12:37:24",0,0,""
939695,"Whole Data Set",1,47.336914,20.48,32.45,-1.25,107.946,1580,1.065,0.152,0.411,0.437,6.4395431272154395,"08/03/2018 11:21 AM","na","","5_1_2_4","astragalus sp",11.361388888888888,"harrisonjg","01:12:37:24",0,0,""
939694,"Whole Data Set",1,43.026367,21.700001,6.23,-1.0900010000000009,70.617,1392,1.51,0.113,0.353,0.534,-1.630563213863726,"08/03/2018 11:25 AM","na","","5_1_2_5","astragalus sp",11.417499999999999,"harrisonjg","01:12:37:24",0,0,3
939693,"Whole Data Set",1,43.791992,21.530001,35.92,-0.4300009999999972,88.043,835,0.271,0.234,0.602,0.163,6.923985821189444,"08/03/2018 11:28 AM","na","","5_1_2_6","astragalus sp",11.4675,"harrisonjg","01:12:37:24",0,0,""
939692,"Whole Data Set",1,44.359375,21.66,17.75,-1.1700000000000017,136.626,1127,0.299,0.269,0.563,0.168,3.0129972430090586,"08/03/2018 11:31 AM","na","","5_1_2_7","astragalus sp",11.525,"harrisonjg","01:12:37:24",0,0,1
939691,"Whole Data Set",1,41.053711,20.700001,21.56,-0.1000009999999989,164.6,1182,0.807,0.309,0.382,0.308,1.8393068137061834,"08/03/2018 11:35 AM","na","","5_1_2_8","astragalus sp",11.596944444444444,"harrisonjg","01:12:37:24",0,0,2
939690,"Whole Data Set",1,42.325195,19.58,24.6,0.40000000000000213,150.898,1298,0.448,0.258,0.512,0.23,5.191020086648286,"08/03/2018 11:42 AM","na","","5_1_2_9","astragalus sp",11.709999999999999,"harrisonjg","01:12:37:24",0,0,1
939689,"Whole Data Set",1,38.208984,21.42,14.1,-0.870000000000001,147.514,1463,1.033,0.224,0.382,0.394,3.1823552579755807,"08/03/2018 11:46 AM","na","","5_1_2_10","astragalus sp",11.769722222222223,"harrisonjg","01:12:37:24",0,0,1
939688,"Whole Data Set",1,38.048828,19.290001,12.46,-1.100000999999999,129.36,1575,1.004,0.183,0.408,0.41,5.049231981094918,"08/03/2018 11:54 AM","na","","5_1_3_1","salix reticulata",11.909444444444444,"harrisonjg","01:12:37:24",0,0,""
939687,"Whole Data Set",1,42.553711,21.52,41.33,-1.5700000000000003,101.824,671,0.421,0.337,0.466,0.197,14.761717211500592,"08/03/2018 11:59 AM","na","","5_1_3_2","salix reticulata",11.984166666666665,"harrisonjg","01:12:37:24",0,0,""
939686,"Whole Data Set",1,42.197266,22.459999,22.81,-0.06999899999999926,30.724,132,1.332,0.517,0.207,0.276,33.686490744387555,"08/03/2018 12:02 PM","na","","5_1_3_3","salix reticulata",12.037777777777778,"harrisonjg","01:12:37:24",0,0,""
939685,"Whole Data Set",1,37.079102,27.139999,33.06,-1.5799990000000008,90.938,1124,1.252,0.18,0.364,0.456,6.864907443875541,"08/03/2018 12:09 PM","na","","5_1_3_4","salix reticulata",12.165555555555557,"harrisonjg","01:12:37:24",0,0,""
939684,"Whole Data Set",1,36.435547,24.620001,24.58,0.08999900000000238,177.41,1366,1.235,0.289,0.318,0.393,10.26782197715636,"08/03/2018 12:12 PM","na","","5_1_3_5","salix reticulata",12.203055555555554,"harrisonjg","01:12:37:24",0,0,1
939683,"Whole Data Set",1,36.69043,24.280001,46.9,1.4199990000000007,72.128,593,5.036,0.27,0.121,0.609,5.187081528160693,"08/03/2018 12:13 PM","na","","5_1_3_6","salix reticulata",12.232777777777779,"harrisonjg","01:12:37:24",0,0,1
939682,"Whole Data Set",1,32.848633,23.549999,41.96,1.0600009999999997,107.006,598,1.336,0.398,0.258,0.345,2.0756203229617958,"08/03/2018 12:19 PM","na","","5_1_3_7","salix reticulata",12.327777777777778,"harrisonjg","01:12:37:24",0,0,2
939681,"Whole Data Set",1,36.974609,25.07,26.81,-0.3200000000000003,183.462,1348,0.872,0.302,0.373,0.325,13.654982276486805,"08/03/2018 12:24 PM","na","","5_1_3_8","salix reticulata",12.40611111111111,"harrisonjg","01:12:37:24",0,0,""
